id,museum,museumId,title,artist,year,category,medium,description,onDisplay,image,sourceUrl
"egyptian-cairo-stela-of-buchis-bull","The Egyptian Museum in Cairo","egyptian-museum-cairo","Stela Of Buchis Bull","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
"egyptian-cairo-stela-of-the-king-ahmose","The Egyptian Museum in Cairo","egyptian-museum-cairo","Stela Of The King Ahmose","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
"egyptian-cairo-stela-with-canope-decree","The Egyptian Museum in Cairo","egyptian-museum-cairo","Stela With Canope Decree","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
"egyptian-cairo-the-first-wooden-shrine-of-tutankhamun","The Egyptian Museum in Cairo","egyptian-museum-cairo","The First Wooden Shrine Of Tutankhamun","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
"egyptian-cairo-the-porter-of-niankhpepi-as-model-of-servant","The Egyptian Museum in Cairo","egyptian-museum-cairo","The Porter Of Niankhpepi As Model Of Servant","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
"egyptian-cairo-three-polychrome-handled-vase-with-combed-festoons","The Egyptian Museum in Cairo","egyptian-museum-cairo","Three Polychrome Handled Vase With Combed Festoons","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
"egyptian-cairo-two-red-granite-sphinx-of-thutmose-iii","The Egyptian Museum in Cairo","egyptian-museum-cairo","Two Red Granite Sphinx Of Thutmose Iii","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
"egyptian-cairo-unfinished-head-of-nefertiti","The Egyptian Museum in Cairo","egyptian-museum-cairo","Unfinished Head Of Nefertiti","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
"egyptian-cairo-wall-reliefs-with-scenes-of-an-expedition-to-punti","The Egyptian Museum in Cairo","egyptian-museum-cairo","Wall Reliefs With Scenes Of An Expedition To Punti","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
"egyptian-cairo-wooden-gilded-arm-shaped-incense-burner","The Egyptian Museum in Cairo","egyptian-museum-cairo","Wooden Gilded Arm Shaped Incense Burner","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
"egyptian-cairo-yuya-and-tuya-papyrus","The Egyptian Museum in Cairo","egyptian-museum-cairo","Yuya And Tuya Papyrus","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
"egyptian-cairo-yuya-mummy-shaped-sarcophagus","The Egyptian Museum in Cairo","egyptian-museum-cairo","Yuya Mummy Shaped Sarcophagus","Unknown","","Artefact","","","true","https://egyptianmuseumcairo.eg/wp-content/uploads/2023/01/egyptian-museum-cairo.jpg",""
